,last_name,first_name,birthday,gender,type,state,party
9817,Gruening,Ernest,1887-02-06,M,sen,AK,Democrat
9818,Harding,Ralph,1929-09-09,M,rep,ID,Democrat
9819,Hayden,Carl,1877-10-02,M,sen,AZ,Democrat
9820,Healey,James,1909-12-24,M,rep,NY,Democrat
9821,Hemphill,Robert,1915-05-10,M,rep,SC,Democrat
9823,Hill,Joseph,1894-12-29,M,sen,AL,Democrat
9827,Huddleston,George,1920-03-19,M,rep,AL,Democrat
9830,Johnson,Lester,1901-06-16,M,rep,WI,Democrat
9831,Johnston,Olin,1896-11-18,M,sen,SC,Democrat
9832,Kee,Maude,1895-06-07,F,rep,WV,Democrat
9834,Kilgore,Joe,1918-12-10,M,rep,TX,Democrat
9837,Lankford,Richard,1914-07-22,M,rep,MD,Democrat
9838,Lausche,Frank,1895-11-14,M,sen,OH,Democrat
9839,Lesinski,John,1914-12-28,M,rep,MI,Democrat
9840,Libonati,Roland,1900-12-29,M,rep,IL,Democrat
9841,Long,Edward,1908-07-18,M,sen,MO,Democrat
9848,Monroney,Almer,1902-03-02,M,sen,OK,Democrat
9849,Morse,Wayne,1900-10-20,M,sen,OR,Democrat
9853,O’Brien,Thomas,1878-04-30,M,rep,IL,Democrat
9856,Pilcher,John,1898-08-27,M,rep,GA,Democrat
9858,Rains,Albert,1902-03-11,M,rep,AL,Democrat
9861,Roberts,Kenneth,1912-11-01,M,rep,AL,Democrat
9862,Ryan,Harold,1911-02-06,M,rep,MI,Democrat
9864,Shelley,John,1905-09-03,M,rep,CA,Democrat
9865,Sheppard,Harry,1885-01-10,M,rep,CA,Democrat
9869,Smathers,George,1913-11-14,M,sen,FL,Democrat
9871,Staebler,Neil,1905-07-11,M,rep,MI,Democrat
9873,Thornberry,William,1909-01-09,M,rep,TX,Democrat
9876,Vinson,Carl,1883-11-18,M,rep,GA,Democrat
9878,Walter,Francis,1894-05-26,M,rep,PA,Democrat
9879,Walters,Herbert,1891-11-17,M,sen,TN,Democrat
9883,Wickersham,Victor,1906-02-09,M,rep,OK,Democrat
9885,Winstead,William,1904-01-06,M,rep,MS,Democrat
9886,Johnson,Lyndon,1908-08-27,M,sen,TX,Democrat
9887,Bass,Ross,1918-03-17,M,sen,TN,Democrat
9888,Salinger,Pierre,1925-06-14,M,sen,CA,Democrat
9891,Bandstra,Bert,1922-01-25,M,rep,IA,Democrat
9892,Beckworth,Lindley,1913-06-30,M,rep,TX,Democrat
9893,Bonner,Herbert,1891-05-16,M,rep,NC,Democrat
9895,Callan,Clair,1920-03-29,M,rep,NE,Democrat
9897,Cameron,Ronald,1927-08-16,M,rep,CA,Democrat
9898,Chelf,Frank,1907-09-22,M,rep,KY,Democrat
9899,Clevenger,Raymond,1926-06-06,M,rep,MI,Democrat
9900,Cooley,Harold,1897-07-26,M,rep,NC,Democrat
9901,Craley,Nathaniel,1927-11-17,M,rep,PA,Democrat
9904,Denton,Winfield,1896-10-28,M,rep,IN,Democrat
9905,Dodd,Thomas,1907-05-15,M,sen,CT,Democrat
9906,Dyal,Kenneth,1910-07-09,M,rep,CA,Democrat
9908,Farnsley,Charles,1907-03-28,M,rep,KY,Democrat
9909,Farnum,Billie,1916-04-11,M,rep,MI,Democrat
9910,Gilligan,John,1921-03-22,M,rep,OH,Democrat
9911,Gore,Albert,1907-12-26,M,sen,TN,Democrat
9912,Grabowski,Bernard,1923-06-11,M,rep,CT,Democrat
9913,Greigg,Stanley,1931-05-07,M,rep,IA,Democrat
9914,Grider,George,1912-10-01,M,rep,TN,Democrat
9915,Hagen,Harlan,1914-10-08,M,rep,CA,Democrat
9916,Hansen,John,1901-08-24,M,rep,IA,Democrat
9917,Harris,Oren,1903-12-20,M,rep,AR,Democrat
9919,Holland,Spessard,1892-07-10,M,sen,FL,Democrat
9920,Huot,Joseph,1917-08-11,M,rep,NH,Democrat
9921,Jennings,William,1919-08-20,M,rep,VA,Democrat
9922,Johnson,Jed,1939-12-27,M,rep,OK,Democrat
9923,Jones,Paul,1901-03-12,M,rep,MO,Democrat
9924,Kennedy,Robert,1925-11-20,M,sen,NY,Democrat
9925,Keogh,Eugene,1907-08-30,M,rep,NY,Democrat
9926,King,David,1917-06-20,M,rep,UT,Democrat
9927,Krebs,Paul,1912-05-26,M,rep,NJ,Democrat
9930,Love,Rodney,1908-07-18,M,rep,OH,Democrat
9931,MacKay,James,1919-06-25,M,rep,GA,Democrat
9932,Mackie,John,1920-06-01,M,rep,MI,Democrat
9935,Matthews,Donald,1907-10-03,M,rep,FL,Democrat
9936,McCarthy,Eugene,1916-03-29,M,sen,MN,Democrat
9937,McDowell,Harris,1906-02-10,M,rep,DE,Democrat
9938,McGrath,Thomas,1927-04-22,M,rep,NJ,Democrat
9939,McVicker,Roy,1924-02-20,M,rep,CO,Democrat
9940,Moeller,Walter,1910-03-15,M,rep,OH,Democrat
9941,Morrison,James,1908-12-08,M,rep,LA,Democrat
9943,Murray,Thomas,1894-08-01,M,rep,TN,Democrat
9944,O’Brien,Leo,1900-09-21,M,rep,NY,Democrat
9945,Olson,Alec,1930-09-11,M,rep,MN,Democrat
9947,Race,John,1914-05-12,M,rep,WI,Democrat
9948,Redlin,Rolland,1920-02-29,M,rep,ND,Democrat
9949,Rivers,Ralph,1903-05-23,M,rep,AK,Democrat
9950,Rogers,Walter,1908-07-19,M,rep,TX,Democrat
9951,Roosevelt,James,1907-12-23,M,rep,CA,Democrat
9952,Russell,Donald,1906-02-22,M,sen,SC,Democrat
9953,Schisler,Darwin,1933-03-02,M,rep,IL,Democrat
9954,Schmidhauser,John,1922-01-03,M,rep,IA,Democrat
9955,Scott,Ralph,1905-10-15,M,rep,NC,Democrat
9956,Secrest,Robert,1904-01-22,M,rep,OH,Democrat
9957,Senner,George,1921-11-24,M,rep,AZ,Democrat
9958,Sickles,Carlton,1921-06-15,M,rep,MD,Democrat
9959,Smith,Howard,1883-02-02,M,rep,VA,Democrat
9960,Stalbaum,Lynn,1920-05-15,M,rep,WI,Democrat
9961,Sweeney,Robert,1924-11-04,M,rep,OH,Democrat
9962,Thomas,Albert,1898-04-12,M,rep,TX,Democrat
9963,Thomas,Lera,1900-08-03,F,rep,TX,Democrat
9964,Thompson,Clark,1896-08-06,M,rep,TX,Democrat
9965,Thompson,Theo,1916-03-31,M,rep,LA,Democrat
9966,Todd,Paul,1921-09-22,M,rep,MI,Democrat
9967,Toll,Herman,1907-03-15,M,rep,PA,Democrat
9968,Trimble,James,1894-02-03,M,rep,AR,Democrat
9970,Tuten,James,1911-07-23,M,rep,GA,Democrat
9971,Tydings,Joseph,1928-05-04,M,sen,MD,Democrat
9972,Vivian,Weston,1924-10-25,M,rep,MI,Democrat
9974,Weltner,Charles,1927-12-17,M,rep,GA,Democrat
9975,White,Compton,1920-12-19,M,rep,ID,Democrat
9977,Yarborough,Ralph,1903-06-08,M,sen,TX,Democrat
9978,Young,Stephen,1889-05-04,M,sen,OH,Democrat
9979,Spong,William,1920-09-29,M,sen,VA,Democrat
9981,Anderson,Clinton,1895-10-23,M,sen,NM,Democrat
9982,Ashmore,Robert,1904-02-22,M,rep,SC,Democrat
9983,Bartlett,Edward,1904-04-20,M,sen,AK,Democrat
9988,Ellender,Allen,1890-09-24,M,sen,LA,Democrat
9990,Fogarty,John,1913-03-23,M,rep,RI,Democrat
9992,Gathings,Ezekiel,1903-11-10,M,rep,AR,Democrat
9994,Hardy,Porter,1903-06-01,M,rep,VA,Democrat
9995,Harris,Fred,1930-11-13,M,sen,OK,Democrat
9997,Herlong,Albert,1909-02-14,M,rep,FL,Democrat
9998,Holland,Elmer,1894-01-08,M,rep,PA,Democrat
9999,Irwin,Donald,1926-09-07,M,rep,CT,Democrat
10000,Jordan,Benjamin,1896-09-08,M,sen,NC,Democrat
10002,Karsten,Frank,1913-01-07,M,rep,MO,Democrat
10003,Kelly,Edna,1906-08-20,F,rep,NY,Democrat
10004,King,Cecil,1898-01-13,M,rep,CA,Democrat
10005,Kornegay,Horace,1924-03-12,M,rep,NC,Democrat
10007,Machen,Hervey,1916-10-14,M,rep,MD,Democrat
10010,Morris,Thomas,1919-08-20,M,rep,NM,Democrat
10011,Multer,Abraham,1900-12-24,M,rep,NY,Democrat
10013,O’Hara,Barratt,1882-04-28,M,rep,IL,Democrat
10015,Pool,Joe,1911-02-18,M,rep,TX,Democrat
10016,Resnick,Joseph,1924-07-13,M,rep,NY,Democrat
10017,Rhodes,George,1898-02-24,M,rep,PA,Democrat
10018,Russell,Richard,1897-11-02,M,sen,GA,Democrat
10019,Selden,Armistead,1921-02-20,M,rep,AL,Democrat
10022,Tenzer,Herbert,1905-11-01,M,rep,NY,Democrat
10023,Tuck,William,1896-09-28,M,rep,VA,Democrat
10024,Walker,E.,1911-06-18,M,rep,NM,Democrat
10025,Whitener,Basil,1915-05-14,M,rep,NC,Democrat
10026,Williams,John,1918-12-04,M,rep,MS,Democrat
10027,Willis,Edwin,1904-10-02,M,rep,LA,Democrat
10038,Bible,Alan,1909-11-20,M,sen,NV,Democrat
10042,Cohelan,Jeffery,1914-06-24,M,rep,CA,Democrat
10046,Daddario,Emilio,1918-09-24,M,rep,CT,Democrat
10047,Dawson,William,1886-04-26,M,rep,IL,Democrat
10050,Ervin,Samuel,1896-09-27,M,sen,NC,Democrat
10051,Everett,Robert,1915-02-24,M,rep,TN,Democrat
10052,Fallon,George,1902-07-24,M,rep,MD,Democrat
10053,Farbstein,Leonard,1902-10-12,M,rep,NY,Democrat
10054,Feighan,Michael,1905-02-16,M,rep,OH,Democrat
10056,Friedel,Samuel,1898-04-18,M,rep,MD,Democrat
10057,Fulbright,James,1905-04-09,M,sen,AR,Democrat
10058,Gilbert,Jacob,1920-06-17,M,rep,NY,Democrat
10060,Hughes,Harold,1922-02-10,M,sen,IA,Democrat
10061,Joelson,Charles,1916-01-27,M,rep,NJ,Democrat
10062,Kirwan,Michael,1886-12-02,M,rep,OH,Democrat
10067,Lowenstein,Allard,1929-01-16,M,rep,NY,Democrat
10069,Marsh,John,1926-08-07,M,rep,VA,Democrat
10071,McCarthy,Richard,1927-09-24,M,rep,NY,Democrat
10072,McCormack,John,1891-12-21,M,rep,MA,Democrat
10076,Murphy,William,1899-08-07,M,rep,IL,Democrat
10077,O’Neal,Maston,1907-07-19,M,rep,GA,Democrat
10078,Olsen,Arnold,1916-12-17,M,rep,MT,Democrat
10079,Philbin,Philip,1898-05-29,M,rep,MA,Democrat
10081,Powell,Adam,1908-11-29,M,rep,NY,Democrat
10084,Rivers,Lucius,1905-09-28,M,rep,SC,Democrat
10085,Rogers,Byron,1900-08-01,M,rep,CO,Democrat
10086,Ronan,Daniel,1914-07-13,M,rep,IL,Democrat
10092,St. Onge,William,1914-10-09,M,rep,CT,Democrat
10098,Abbitt,Watkins,1908-05-21,M,rep,VA,Democrat
10099,Abernethy,Thomas,1903-05-16,M,rep,MS,Democrat
10100,Anderson,William,1921-06-17,M,rep,TN,Democrat
10101,Andrews,Elizabeth,1911-02-12,F,rep,AL,Democrat
10102,Andrews,George,1906-12-12,M,rep,AL,Democrat
10103,Aspinall,Wayne,1896-04-03,M,rep,CO,Democrat
10104,Baring,Walter,1911-09-09,M,rep,NV,Democrat
10106,Begich,Nicholas,1932-04-06,M,rep,AK,Democrat
10109,Blanton,Leonard,1930-04-10,M,rep,TN,Democrat
10110,Boggs,Thomas,1914-02-15,M,rep,LA,Democrat
10114,Byrne,James,1906-06-22,M,rep,PA,Democrat
10116,Cabell,Earle,1906-10-27,M,rep,TX,Democrat
10117,Caffery,Patrick,1932-07-06,M,rep,LA,Democrat
10119,Celler,Emanuel,1888-05-06,M,rep,NY,Democrat
10120,Colmer,William,1890-02-11,M,rep,MS,Democrat
10123,Curlin,William,1933-11-30,M,rep,KY,Democrat
10125,Dow,John,1905-05-06,M,rep,NY,Democrat
10126,Dowdy,John,1912-02-11,M,rep,TX,Democrat
10128,Edmondson,Edmond,1919-04-07,M,rep,OK,Democrat
10129,Edwards,Edwin,1927-08-07,M,rep,LA,Democrat
10133,Galifianakis,Nick,1928-07-22,M,rep,NC,Democrat
10134,Gallagher,Cornelius,1921-03-02,M,rep,NJ,Democrat
10135,Gambrell,David,1929-12-20,M,sen,GA,Democrat
10136,Garmatz,Edward,1903-02-07,M,rep,MD,Democrat
10137,Griffin,Charles,1926-05-09,M,rep,MS,Democrat
10138,Hagan,George,1916-05-24,M,rep,GA,Democrat
10141,Hart,Philip,1912-12-10,M,sen,MI,Democrat
10142,Hartke,Rupert,1919-05-31,M,sen,IN,Democrat
10143,Hicks,Louise,1916-10-16,F,rep,MA,Democrat
10145,Hull,William,1906-04-17,M,rep,MO,Democrat
10147,Kee,James,1917-04-15,M,rep,WV,Democrat
10150,Lennon,Alton,1906-08-17,M,rep,NC,Democrat
10151,Link,Arthur,1914-05-24,M,rep,ND,Democrat
10153,Long,Speedy,1928-06-16,M,rep,LA,Democrat
10154,Mansfield,Michael,1903-03-16,M,sen,MT,Democrat
10157,McGee,Gale,1915-03-17,M,sen,WY,Democrat
10159,McMillan,John,1898-04-12,M,rep,SC,Democrat
10160,Miller,George,1891-01-15,M,rep,CA,Democrat
10161,Monagan,John,1911-12-23,M,rep,CT,Democrat
10162,Montoya,Joseph,1915-09-24,M,sen,NM,Democrat
10165,Moss,Frank,1911-09-23,M,sen,UT,Democrat
10167,Pastore,John,1907-03-17,M,sen,RI,Democrat
10171,Pucinski,Roman,1919-05-13,M,rep,IL,Democrat
10172,Purcell,Graham,1919-05-05,M,rep,TX,Democrat
10174,Ryan,William,1922-06-28,M,rep,NY,Democrat
10180,Symington,William,1901-06-26,M,sen,MO,Democrat
10184,Tunney,John,1934-06-26,M,sen,CA,Democrat
10185,Watts,John,1902-07-09,M,rep,KY,Democrat
10187,Edwards,Elaine,1929-03-08,F,sen,LA,Democrat
10188,Abourezk,James,1931-02-24,M,sen,SD,Democrat
10193,Blatnik,John,1911-08-17,M,rep,MN,Democrat
10194,Brasco,Frank,1932-10-15,M,rep,NY,Democrat
10200,Carey,Hugh,1919-04-11,M,rep,NY,Democrat
10203,Clark,Frank,1915-12-24,M,rep,PA,Democrat
10204,Clark,Richard,1928-09-14,M,sen,IA,Democrat
10206,Collins,George,1925-03-05,M,rep,IL,Democrat
10210,Davis,John,1916-09-12,M,rep,GA,Democrat
10212,Denholm,Frank,1923-11-29,M,rep,SD,Democrat
10214,Donohue,Harold,1901-06-18,M,rep,MA,Democrat
10215,Dorn,William,1916-04-14,M,rep,SC,Democrat
10216,Dulski,Thaddeus,1915-09-27,M,rep,NY,Democrat
10217,Eastland,James,1904-11-28,M,sen,MS,Democrat
10218,Fisher,Ovie,1903-11-22,M,rep,TX,Democrat
10221,Gettys,Thomas,1912-06-19,M,rep,SC,Democrat
10223,Grasso,Ella,1919-05-10,F,rep,CT,Democrat
10224,Green,Edith,1910-01-17,F,rep,OR,Democrat
10226,Griffiths,Martha,1912-01-29,F,rep,MI,Democrat
10230,Gunter,William,1934-07-16,M,rep,FL,Democrat
10231,Hanna,Richard,1914-06-09,M,rep,CA,Democrat
10234,Hansen,Julia,1907-06-14,F,rep,WA,Democrat
10237,Haskell,Floyd,1916-02-07,M,sen,CO,Democrat
10238,Hathaway,William,1924-02-21,M,sen,ME,Democrat
10240,Holifield,Chester,1903-12-03,M,rep,CA,Democrat
10248,Kyros,Peter,1925-07-11,M,rep,ME,Democrat
10256,McClellan,John,1896-02-25,M,sen,AR,Democrat
10257,McIntyre,Thomas,1915-02-20,M,sen,NH,Democrat
10258,McSpadden,Clem,1925-11-09,M,rep,OK,Democrat
10259,Metcalf,Lee,1911-01-28,M,sen,MT,Democrat
10263,Mondale,Walter,1928-01-05,M,sen,MN,Democrat
10266,Podell,Bertram,1925-12-27,M,rep,NY,Democrat
10269,Rarick,John,1924-01-29,M,rep,LA,Democrat
10270,Reid,Ogden,1925-06-24,M,rep,NY,Democrat
10273,Rooney,John,1903-11-29,M,rep,NY,Democrat
10274,Roy,William,1926-02-23,M,rep,KS,Democrat
10282,Sparkman,John,1899-12-20,M,sen,AL,Democrat
10284,Stubblefield,Frank,1907-04-05,M,rep,KY,Democrat
10287,Tiernan,Robert,1929-02-24,M,rep,RI,Democrat
10290,Waldie,Jerome,1925-02-15,M,rep,CA,Democrat
10301,Abzug,Bella,1920-07-24,F,rep,NY,Democrat
10302,Albert,Carl,1908-05-10,M,rep,OK,Democrat
10303,Allen,James,1912-12-28,M,sen,AL,Democrat
10304,Barrett,William,1896-08-14,M,rep,PA,Democrat
10305,Bayh,Birch,1928-01-22,M,sen,IN,Democrat
10310,Casey,Robert,1915-07-27,M,rep,TX,Democrat
10311,Church,Frank,1924-07-25,M,sen,ID,Democrat
10315,Culver,John,1932-08-08,M,sen,IA,Democrat
10316,Daniels,Dominick,1908-10-18,M,rep,NJ,Democrat
10317,Downing,Thomas,1919-02-01,M,rep,VA,Democrat
10318,Durkin,John,1936-03-29,M,sen,NH,Democrat
10321,Evins,Joseph,1910-10-24,M,rep,TN,Democrat
10322,Fulton,Richard,1927-01-27,M,rep,TN,Democrat
10323,Gravel,Maurice,1930-05-13,M,sen,AK,Democrat
10324,Green,William,1938-06-24,M,rep,PA,Democrat
10326,Haley,James,1899-01-04,M,rep,FL,Democrat
10327,Hall,Tim,1925-06-11,M,rep,IL,Democrat
10329,Hayes,Philip,1940-09-01,M,rep,IN,Democrat
10330,Hays,Wayne,1911-05-13,M,rep,OH,Democrat
10331,Hechler,Kenneth,1914-09-20,M,rep,WV,Democrat
10332,Helstoski,Henry,1925-03-21,M,rep,NJ,Democrat
10333,Henderson,David,1921-04-16,M,rep,NC,Democrat
10334,Hicks,Floyd,1915-05-29,M,rep,WA,Democrat
10336,Howe,Allan,1927-09-06,M,rep,UT,Democrat
10337,Hungate,William,1922-12-14,M,rep,MO,Democrat
10339,Hébert,Felix,1901-10-12,M,rep,LA,Democrat
10343,Jones,Robert,1912-06-12,M,rep,AL,Democrat
10344,Karth,Joseph,1922-08-26,M,rep,MN,Democrat
10345,Kluczynski,John,1896-02-15,M,rep,IL,Democrat
10346,Landrum,Phillip,1907-09-10,M,rep,GA,Democrat
10347,Litton,Jerry,1937-05-12,M,rep,MO,Democrat
10348,Macdonald,Torbert,1917-06-06,M,rep,MA,Democrat
10349,Madden,Ray,1892-02-25,M,rep,IN,Democrat
10350,Magnuson,Warren,1905-04-12,M,sen,WA,Democrat
10352,McGovern,George,1922-07-19,M,sen,SD,Democrat
10353,Mezvinsky,Edward,1937-01-17,M,rep,IA,Democrat
10354,Mills,Wilbur,1909-05-24,M,rep,AR,Democrat
10355,Morgan,Robert,1925-10-05,M,sen,NC,Democrat
10356,Morgan,Thomas,1906-10-13,M,rep,PA,Democrat
10358,Nelson,Gaylord,1916-06-04,M,sen,WI,Democrat
10359,O’Hara,James,1925-11-08,M,rep,MI,Democrat
10360,Passman,Otto,1900-06-27,M,rep,LA,Democrat
10361,Patman,John,1893-08-06,M,rep,TX,Democrat
10363,Randall,William,1909-07-16,M,rep,MO,Democrat
10364,Rees,Thomas,1925-03-26,M,rep,CA,Democrat
10365,Ribicoff,Abraham,1910-04-09,M,sen,CT,Democrat
10366,Roush,John,1920-09-12,M,rep,IN,Democrat
10370,Stanton,James,1932-02-27,M,rep,OH,Democrat
10373,Stephens,Robert,1913-08-14,M,rep,GA,Democrat
10374,Stevenson,Adlai,1930-10-10,M,sen,IL,Democrat
10375,Stone,Richard,1928-09-22,M,sen,FL,Democrat
10376,Stuckey,Williamson,1935-05-25,M,rep,GA,Democrat
10377,Sullivan,Leonor,1902-08-21,F,rep,MO,Democrat
10378,Symington,James,1927-09-28,M,rep,MO,Democrat
10380,Talmadge,Herman,1913-08-09,M,sen,GA,Democrat
10381,Taylor,Roy,1910-01-31,M,rep,NC,Democrat
10382,Vander Veen,Richard,1922-11-26,M,rep,MI,Democrat
10383,Vigorito,Joseph,1918-11-10,M,rep,PA,Democrat
10386,Anderson,Wendell,1933-02-01,M,sen,MN,Democrat
10387,Allen,Clifford,1912-01-06,M,rep,TN,Democrat
10388,Ammerman,Joseph,1924-07-14,M,rep,PA,Democrat
10389,Badillo,Herman,1929-08-21,M,rep,NY,Democrat
10390,Bergland,Robert,1928-07-22,M,rep,MN,Democrat
10391,Blouin,Michael,1945-11-07,M,rep,IA,Democrat
10392,Breckinridge,John,1913-11-29,M,rep,KY,Democrat
10395,Burke,James,1910-03-30,M,rep,MA,Democrat
10396,Burke,Yvonne,1932-10-05,F,rep,CA,Democrat
10397,Burleson,Omar,1906-03-19,M,rep,TX,Democrat
10399,Byron,Goodloe,1929-06-22,M,rep,MD,Democrat
10400,Cannon,Howard,1912-01-26,M,sen,NV,Democrat
10402,Carney,Charles,1913-04-17,M,rep,OH,Democrat
10405,Cornell,Robert,1919-12-16,M,rep,WI,Democrat
10406,Cornwell,David,1945-06-14,M,rep,IN,Democrat
10408,Delaney,James,1901-03-19,M,rep,NY,Democrat
10409,Dent,John,1908-03-10,M,rep,PA,Democrat
10410,Eilberg,Joshua,1921-02-12,M,rep,PA,Democrat
10411,Evans,Frank,1923-09-06,M,rep,CO,Democrat
10412,Flowers,Walter,1933-04-12,M,rep,AL,Democrat
10413,Flynt,John,1914-11-08,M,rep,GA,Democrat
10414,Fraser,Donald,1924-02-20,M,rep,MN,Democrat
10416,Gammage,Robert,1938-03-13,M,rep,TX,Democrat
10417,Hannaford,Mark,1925-02-07,M,rep,CA,Democrat
10418,Harrington,Michael,1936-09-02,M,rep,MA,Democrat
10420,Hodges,Kaneaster,1938-08-20,M,sen,AR,Democrat
10421,Humphrey,Hubert,1911-05-27,M,sen,MN,Democrat
10422,Jordan,Barbara,1936-02-21,F,rep,TX,Democrat
10424,Keys,Martha,1930-08-10,F,rep,KS,Democrat
10425,Koch,Edward,1924-12-12,M,rep,NY,Democrat
10426,Krebs,John,1926-12-17,M,rep,CA,Democrat
10427,LeFante,Joseph,1928-09-08,M,rep,NJ,Democrat
10428,Leggett,Robert,1926-07-26,M,rep,CA,Democrat
10429,Mahon,George,1900-09-22,M,rep,TX,Democrat
10430,Mann,James,1920-04-27,M,rep,SC,Democrat
10431,McFall,John,1918-02-20,M,rep,CA,Democrat
10432,Meeds,Lloyd,1927-12-11,M,rep,WA,Democrat
10433,Metcalfe,Ralph,1910-05-29,M,rep,IL,Democrat
10434,Meyner,Helen,1929-03-05,F,rep,NJ,Democrat
10435,Milford,Dale,1926-02-18,M,rep,TX,Democrat
10436,Moss,John,1915-04-13,M,rep,CA,Democrat
10437,Muskie,Edmund,1914-03-28,M,sen,ME,Democrat
10439,Nix,Robert,1898-08-09,M,rep,PA,Democrat
10440,Pattison,Edward,1932-04-29,M,rep,NY,Democrat
10442,Pike,Otis,1921-08-31,M,rep,NY,Democrat
10443,Poage,William,1899-12-28,M,rep,TX,Democrat
10445,Risenhoover,Theodore,1934-11-03,M,rep,OK,Democrat
10446,Rogers,Paul,1921-06-04,M,rep,FL,Democrat
10447,Roncalio,Teno,1916-03-23,M,rep,WY,Democrat
10448,Rooney,Frederick,1925-11-06,M,rep,PA,Democrat
10450,Ryan,Leo,1925-05-05,M,rep,CA,Democrat
10453,Shipley,George,1927-04-21,M,rep,IL,Democrat
10454,Sikes,Robert,1906-06-03,M,rep,FL,Democrat
10455,Sisk,Bernice,1910-12-14,M,rep,CA,Democrat
10459,Teague,Olin,1910-04-06,M,rep,TX,Democrat
10461,Tonry,Richard,1935-06-25,M,rep,LA,Democrat
10462,Tucker,James,1943-06-13,M,rep,AR,Democrat
10463,Waggonner,Joseph,1918-09-07,M,rep,LA,Democrat
10467,Williams,Harrison,1919-12-10,M,sen,NJ,Democrat
10468,Young,Andrew,1932-03-12,M,rep,GA,Democrat
10469,Young,John,1916-11-10,M,rep,TX,Democrat
10470,Allen,Maryon,1925-11-30,F,sen,AL,Democrat
10471,Hatfield,Paul,1928-04-29,M,sen,MT,Democrat
10472,Humphrey,Muriel,1912-02-20,F,sen,MN,Democrat
10473,Stewart,Donald,1940-02-08,M,sen,AL,Democrat
10474,Ambro,Jerome,1928-06-27,M,rep,NY,Democrat
10476,Ashley,Thomas,1923-01-11,M,rep,OH,Democrat
10478,Baldus,Alvin,1926-04-27,M,rep,WI,Democrat
10480,Beard,Edward,1940-01-20,M,rep,RI,Democrat
10481,Brademas,John,1927-03-02,M,rep,IN,Democrat
10483,Burlison,William,1931-03-15,M,rep,MO,Democrat
10485,Cavanaugh,John,1945-08-01,M,rep,NE,Democrat
10487,Corman,James,1920-10-20,M,rep,CA,Democrat
10488,Davis,Mendel,1942-10-23,M,rep,SC,Democrat
10490,Diggs,Charles,1922-12-02,M,rep,MI,Democrat
10491,Drinan,Robert,1920-11-15,M,rep,MA,Democrat
10492,Duncan,Robert,1920-12-04,M,rep,OR,Democrat
10493,Eckhardt,Robert,1913-07-16,M,rep,TX,Democrat
10495,Fisher,Joseph,1914-01-11,M,rep,VA,Democrat
10496,Flood,Daniel,1903-11-26,M,rep,PA,Democrat
10497,Giaimo,Robert,1919-10-15,M,rep,CT,Democrat
10498,Gudger,Vonno,1919-04-30,M,rep,NC,Democrat
10499,Hanley,James,1920-07-19,M,rep,NY,Democrat
10500,Harris,Herbert,1926-04-14,M,rep,VA,Democrat
10502,Holtzman,Elizabeth,1941-08-11,F,rep,NY,Democrat
10503,Huddleston,Walter,1926-04-15,M,sen,KY,Democrat
10504,Hutchinson,John,,M,rep,WV,Democrat
10505,Ichord,Richard,1926-06-27,M,rep,MO,Democrat
10506,Jenrette,John,1936-05-19,M,rep,SC,Democrat
10508,Johnson,Harold,1907-12-02,M,rep,CA,Democrat
10511,Leach,Anthony,1934-03-30,M,rep,LA,Democrat
10512,Lloyd,James,1922-09-27,M,rep,CA,Democrat
10513,Maguire,Gene,1939-03-11,M,rep,NJ,Democrat
10514,Mathis,Marvin,1940-11-30,M,rep,GA,Democrat
10515,McCormack,Mike,1921-12-14,M,rep,WA,Democrat
10517,McKay,Koln,1925-02-23,M,rep,UT,Democrat
10518,Mikva,Abner,1926-01-21,M,rep,IL,Democrat
10519,Moorhead,William,1923-04-08,M,rep,PA,Democrat
10520,Murphy,John,1926-08-03,M,rep,NY,Democrat
10521,Murphy,Morgan,1932-04-16,M,rep,IL,Democrat
10522,Musto,Raphael,1929-03-30,M,rep,PA,Democrat
10523,Myers,Michael,1943-05-04,M,rep,PA,Democrat
10524,Nedzi,Lucien,1925-05-28,M,rep,MI,Democrat
10525,Patten,Edward,1905-08-22,M,rep,NJ,Democrat
10527,Preyer,Lunsford,1919-01-11,M,rep,NC,Democrat
10528,Randolph,Jennings,1902-03-08,M,sen,WV,Democrat
10529,Roberts,Herbert,1913-03-28,M,rep,TX,Democrat
10531,Runnels,Harold,1924-03-17,M,rep,NM,Democrat
10532,Satterfield,David,1920-12-02,M,rep,VA,Democrat
10534,Slack,John,1915-03-18,M,rep,WV,Democrat
10535,Spellman,Gladys,1918-03-01,F,rep,MD,Democrat
10536,Stack,Edward,1910-04-29,M,rep,FL,Democrat
10537,Staggers,Harley,1907-08-03,M,rep,WV,Democrat
10538,Steed,Thomas,1904-03-02,M,rep,OK,Democrat
10539,Stewart,Bennett,1912-08-06,M,rep,IL,Democrat
10540,Thompson,Frank,1918-07-26,M,rep,NJ,Democrat
10543,Tsongas,Paul,1941-02-14,M,sen,MA,Democrat
10544,Ullman,Albert,1914-03-09,M,rep,OR,Democrat
10545,Van Deerlin,Lionel,1914-07-25,M,rep,CA,Democrat
10546,Vanik,Charles,1913-04-07,M,rep,OH,Democrat
10547,Wilson,Charles,1917-02-15,M,rep,CA,Democrat
10549,Wolff,Lester,1919-01-04,M,rep,NY,Democrat
10550,Wyatt,Joseph,1941-10-12,M,rep,TX,Democrat
